age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,gender ,signed up
31,self-employed,married,tertiary,,no,5,yes,cellular,635,135,,1
30,blue-collar,married,secondary,,no,309,yes,unknown,1574,-1,,1
28,admin.,single,unknown,,no,24,yes,cellular,415,-1,,1
24,services,married,secondary,,yes,110,yes,unknown,27,-1,,0
57,housemaid,married,secondary,,no,158,yes,telephone,73,-1,,0
28,technician,single,tertiary,,no,-214,yes,cellular,228,262,,0
49,blue-collar,married,secondary,,no,3309,yes,cellular,349,-1,,0
29,services,married,secondary,,no,0,yes,cellular,204,-1,,0
39,technician,single,secondary,,no,-529,yes,cellular,18,-1,,0
53,admin.,married,secondary,,no,225,yes,cellular,304,340,,0
36,services,married,secondary,,no,1746,yes,cellular,15,316,,0
57,blue-collar,married,secondary,,no,0,yes,cellular,125,-1,,0
42,technician,divorced,secondary,,no,-78,yes,cellular,10,-1,,0
36,student,single,tertiary,,no,687,yes,unknown,287,-1,,0
33,blue-collar,married,secondary,,no,61,yes,unknown,129,-1,,0
32,blue-collar,married,primary,,no,274,yes,unknown,21,-1,,0
50,technician,married,secondary,,no,213,yes,unknown,87,-1,,0
54,entrepreneur,married,secondary,,no,52,yes,unknown,44,-1,,0
26,blue-collar,single,unknown,,no,477,yes,unknown,87,-1,,0
52,technician,married,secondary,,no,1076,yes,cellular,156,-1,,0
33,management,single,tertiary,,no,718,yes,cellular,104,111,,0
41,admin.,single,secondary,,no,669,yes,cellular,375,-1,,0
29,self-employed,married,secondary,,no,-76,yes,unknown,305,-1,,0
30,services,single,primary,,yes,81,yes,telephone,37,-1,,0
33,admin.,married,secondary,,no,680,yes,cellular,265,-1,,0
22,student,single,secondary,,no,2589,yes,cellular,239,352,,0
42,admin.,divorced,secondary,,no,5354,yes,cellular,799,-1,,0
24,student,single,secondary,,no,2530,yes,unknown,399,-1,,0
28,admin.,married,secondary,,no,1,yes,cellular,50,-1,,0
49,management,married,tertiary,,no,4200,yes,telephone,55,-1,,0
55,management,married,tertiary,,no,2366,yes,cellular,94,-1,,0
45,management,married,tertiary,,no,2220,yes,cellular,89,133,,0
56,retired,married,secondary,,no,102,yes,telephone,267,369,,0
35,admin.,single,secondary,,no,163,yes,unknown,483,-1,,0
41,services,married,secondary,,no,841,yes,cellular,250,-1,,0
22,technician,single,secondary,,no,0,yes,unknown,394,-1,,0
38,technician,single,secondary,,no,145,yes,unknown,109,-1,,0
35,technician,single,tertiary,,no,458,yes,cellular,2129,322,,0
51,technician,single,secondary,,no,0,yes,unknown,364,-1,,0
37,management,married,secondary,,no,222,yes,cellular,115,-1,,0
28,student,single,secondary,,no,246,yes,unknown,162,-1,,0
42,management,divorced,tertiary,,no,1775,yes,telephone,276,-1,,0
28,technician,single,secondary,,no,34,yes,unknown,136,-1,,0
34,technician,single,secondary,,no,6053,yes,unknown,26,-1,,0
40,management,married,tertiary,,no,1777,yes,cellular,81,-1,,0
45,blue-collar,married,secondary,,no,1678,yes,unknown,187,154,,0
36,management,married,tertiary,,no,-1629,yes,cellular,337,-1,,0
47,technician,married,secondary,,no,2781,yes,unknown,855,-1,,0
49,services,married,secondary,,no,271,yes,cellular,541,330,,0
54,technician,married,secondary,,no,1455,yes,unknown,90,-1,,0
53,management,married,primary,,no,-421,yes,unknown,543,-1,,0
29,blue-collar,married,secondary,,no,162,yes,cellular,126,-1,,0
51,entrepreneur,married,secondary,,no,2156,yes,cellular,84,-1,,0
60,retired,divorced,secondary,,no,4974,yes,cellular,80,-1,,0
34,blue-collar,married,secondary,,no,187,yes,unknown,379,-1,,0
49,self-employed,married,secondary,,no,294,yes,unknown,230,-1,,0
49,technician,divorced,secondary,,no,2677,yes,cellular,67,-1,,0
45,services,married,secondary,,no,24,yes,cellular,192,-1,,0
41,admin.,single,tertiary,,no,873,yes,cellular,16,-1,,0
42,blue-collar,married,unknown,,no,408,yes,unknown,107,-1,,0
33,management,married,tertiary,,no,3713,yes,cellular,175,-1,,0
44,blue-collar,married,secondary,,no,476,yes,unknown,473,-1,,0
32,management,married,tertiary,,no,141,yes,cellular,78,89,,0
47,management,married,secondary,,no,651,yes,unknown,143,-1,,0
47,blue-collar,married,secondary,,no,310,yes,cellular,145,-1,,0
39,blue-collar,married,secondary,,no,507,yes,unknown,136,-1,,0
33,blue-collar,married,secondary,,no,7063,yes,unknown,116,-1,,0
50,technician,married,unknown,,no,-287,yes,cellular,92,347,,0
47,management,single,tertiary,,no,714,yes,cellular,609,-1,,0
52,management,married,tertiary,,no,2549,yes,cellular,604,-1,,0
39,management,single,tertiary,,no,1515,yes,cellular,815,167,,1
25,admin.,single,tertiary,,no,3730,yes,cellular,353,-1,,1
42,technician,divorced,secondary,,no,611,yes,cellular,804,262,,0
34,services,married,secondary,,no,0,yes,cellular,95,-1,,0
34,technician,married,secondary,,no,1795,yes,cellular,201,-1,,0
31,student,single,tertiary,,no,2030,yes,cellular,168,351,,0
44,admin.,married,secondary,,no,1042,yes,cellular,136,-1,,0
30,admin.,married,secondary,,no,182,yes,cellular,143,364,,0
54,admin.,single,secondary,,no,3344,yes,cellular,12,-1,,0
50,unemployed,married,secondary,,no,306,yes,unknown,117,-1,,0
32,admin.,married,secondary,,no,2664,yes,cellular,242,-1,,0
38,blue-collar,married,primary,,no,0,yes,unknown,165,-1,,0
47,blue-collar,married,primary,,no,3038,yes,cellular,151,-1,,0
37,management,single,tertiary,,no,-119,yes,unknown,375,-1,,0
30,blue-collar,single,secondary,,no,573,yes,unknown,116,-1,,0
38,services,married,unknown,,no,4644,yes,telephone,55,-1,,0
31,blue-collar,married,secondary,,no,671,yes,unknown,704,-1,,1
47,blue-collar,married,secondary,,no,71,yes,cellular,170,370,,0
43,blue-collar,married,secondary,,no,-312,yes,unknown,26,-1,,0
31,blue-collar,married,secondary,,no,1664,yes,cellular,158,182,,0
50,blue-collar,divorced,primary,,no,608,yes,unknown,107,-1,,0
52,management,single,tertiary,,no,638,yes,cellular,77,-1,,0
58,management,divorced,tertiary,,no,50,yes,unknown,109,-1,,0
40,management,single,tertiary,,no,-222,yes,cellular,291,337,,0
51,unemployed,married,secondary,,no,495,yes,unknown,154,-1,,0
46,technician,married,secondary,,no,-408,yes,telephone,138,286,,0
54,management,married,tertiary,,no,7249,yes,cellular,346,96,,0
38,services,married,secondary,,no,25,yes,unknown,266,-1,,0
54,self-employed,divorced,tertiary,,no,0,yes,cellular,309,-1,,0
31,blue-collar,single,primary,,no,1097,yes,unknown,485,-1,,0
31,technician,single,secondary,,no,2377,yes,cellular,350,-1,,0
56,services,married,primary,,no,219,yes,unknown,130,-1,,0
55,blue-collar,married,secondary,,no,831,yes,unknown,144,-1,,0
45,technician,married,secondary,,no,118,yes,unknown,208,-1,,0
42,technician,married,secondary,,no,11,yes,cellular,272,-1,,0
37,blue-collar,married,secondary,,no,513,yes,cellular,134,362,,0
33,technician,single,secondary,,no,-363,yes,cellular,214,-1,,0
34,services,divorced,secondary,,no,-240,yes,cellular,247,-1,,0
55,management,married,unknown,,no,831,yes,telephone,100,100,,0
35,admin.,married,tertiary,,no,948,yes,cellular,86,-1,,0
35,management,married,tertiary,,no,8,yes,unknown,55,-1,,0
37,blue-collar,married,secondary,,no,152,yes,unknown,159,-1,,0
25,services,single,secondary,,no,88,yes,cellular,121,-1,,0
38,admin.,single,tertiary,,no,4,yes,cellular,71,-1,,0
26,student,single,tertiary,,no,249,yes,cellular,445,371,,0
37,self-employed,married,secondary,,no,744,yes,cellular,161,-1,,0
33,unemployed,married,secondary,,no,2,yes,cellular,132,-1,,0
31,blue-collar,single,primary,,no,859,yes,unknown,80,-1,,0
40,blue-collar,single,primary,,no,366,yes,cellular,168,205,,0
46,admin.,married,secondary,,no,31,yes,telephone,302,-1,,0
40,technician,married,secondary,,no,192,yes,cellular,16,351,,0
32,management,divorced,tertiary,,no,294,yes,cellular,1095,274,,1
27,blue-collar,married,secondary,,no,2171,yes,cellular,130,323,,0
43,services,married,tertiary,,no,519,yes,cellular,715,-1,,0
60,retired,married,secondary,,no,3932,yes,unknown,407,-1,,0
34,technician,single,secondary,,no,2729,yes,cellular,945,139,,0
35,technician,single,secondary,,no,450,yes,cellular,63,-1,,0
35,admin.,married,secondary,,no,165,yes,unknown,272,-1,,0
30,admin.,divorced,secondary,,no,370,yes,unknown,160,-1,,0
44,management,single,tertiary,,no,709,yes,cellular,54,-1,,0
32,admin.,single,secondary,,no,127,yes,unknown,189,-1,,0
34,admin.,married,secondary,,no,233,yes,cellular,303,-1,,0
34,services,divorced,secondary,,no,89,yes,cellular,1871,-1,,1
34,blue-collar,married,primary,,no,357,yes,unknown,197,-1,,0
27,admin.,married,secondary,,no,1417,yes,cellular,143,343,,0
46,technician,married,secondary,,no,2149,yes,cellular,282,-1,,1
37,blue-collar,single,secondary,,no,3572,yes,cellular,341,-1,,0
40,services,married,secondary,,no,473,yes,cellular,383,-1,,1
45,self-employed,married,secondary,,no,1113,yes,unknown,67,-1,,0
37,management,married,tertiary,,no,9269,yes,cellular,71,149,,0
31,self-employed,married,secondary,,no,581,yes,cellular,845,152,,0
37,blue-collar,married,secondary,,no,198,yes,cellular,156,369,,0
48,admin.,married,secondary,,no,3064,yes,telephone,159,-1,,0
46,blue-collar,married,tertiary,,no,993,yes,unknown,78,-1,,0
46,technician,divorced,secondary,,no,741,yes,cellular,83,258,,0
54,management,married,tertiary,,no,1938,yes,telephone,81,-1,,0
49,blue-collar,married,secondary,,no,0,yes,telephone,52,-1,,0
39,blue-collar,single,secondary,,no,116,yes,unknown,182,-1,,0
33,management,single,tertiary,,no,718,yes,cellular,122,98,,1
37,technician,single,secondary,,no,1590,yes,cellular,121,315,,0
42,technician,married,secondary,,no,83,yes,cellular,120,-1,,0
32,blue-collar,single,primary,,no,121,yes,cellular,758,-1,,1
52,management,divorced,tertiary,,no,482,yes,cellular,162,365,,0
30,blue-collar,married,primary,,no,124,yes,unknown,126,-1,,0
34,services,married,secondary,,no,457,yes,unknown,67,-1,,0
41,technician,single,unknown,,no,5372,yes,cellular,248,-1,,1
47,admin.,single,secondary,,no,3531,yes,cellular,49,-1,,0
31,admin.,single,secondary,,no,437,yes,unknown,173,-1,,0
46,technician,married,secondary,,no,317,yes,unknown,125,-1,,0
28,services,married,secondary,,no,510,yes,cellular,1767,-1,,1
39,admin.,married,secondary,,no,1595,yes,unknown,102,-1,,0
31,management,single,tertiary,,no,12857,yes,cellular,158,92,,1
32,services,single,secondary,,no,545,yes,cellular,192,180,,0
39,blue-collar,married,secondary,,no,-405,yes,cellular,177,-1,,0
45,blue-collar,single,secondary,,no,-100,yes,cellular,93,-1,,0
36,entrepreneur,married,tertiary,,no,0,yes,cellular,339,-1,,0
39,entrepreneur,divorced,secondary,,no,-271,yes,cellular,406,-1,,0
39,technician,single,secondary,,no,-143,yes,cellular,93,349,,0
26,services,married,secondary,,no,4,yes,cellular,201,-1,,0
27,technician,single,secondary,,no,769,yes,unknown,317,-1,,0
43,technician,married,secondary,,no,308,yes,cellular,137,264,,0
49,blue-collar,married,primary,,no,3028,yes,cellular,216,259,,0
23,services,married,secondary,,no,-19,yes,unknown,13,-1,,0
48,admin.,married,primary,,no,4459,yes,cellular,439,240,,0
48,blue-collar,single,unknown,,no,428,yes,cellular,127,-1,,0
41,blue-collar,married,secondary,,no,1384,yes,cellular,106,340,,0
46,blue-collar,married,primary,,no,174,yes,unknown,108,-1,,0
41,services,married,secondary,,no,6687,yes,cellular,41,123,,0
31,blue-collar,married,secondary,,no,152,yes,cellular,831,-1,,1
39,admin.,single,secondary,,no,0,yes,unknown,22,-1,,0
41,blue-collar,single,secondary,,no,537,yes,cellular,233,-1,,0
38,management,married,tertiary,,no,246,yes,unknown,717,-1,,0
40,blue-collar,married,secondary,,no,72,yes,unknown,110,-1,,0
34,blue-collar,divorced,secondary,,no,2551,yes,cellular,1408,-1,,0
36,management,married,tertiary,,no,11675,yes,cellular,48,-1,,0
30,blue-collar,single,secondary,,no,3950,yes,telephone,152,370,,0
27,admin.,single,secondary,,no,105,yes,cellular,179,-1,,0
32,management,married,tertiary,,no,3651,yes,cellular,142,-1,,0
37,management,married,tertiary,,no,2987,yes,cellular,216,87,,1
31,blue-collar,single,secondary,,no,1686,yes,unknown,85,-1,,0
54,admin.,married,secondary,,no,426,yes,cellular,74,323,,0
41,technician,married,secondary,,no,563,yes,cellular,69,-1,,0
48,blue-collar,married,primary,,no,-298,yes,cellular,77,-1,,0
40,blue-collar,married,primary,,no,-166,yes,unknown,136,-1,,0
34,admin.,divorced,primary,,no,9569,yes,unknown,43,-1,,0
30,blue-collar,married,secondary,,no,5143,yes,unknown,236,-1,,0
56,management,married,tertiary,,no,563,yes,cellular,100,168,,0
33,management,divorced,tertiary,,no,-848,yes,telephone,12,256,,0
32,technician,single,secondary,,no,930,yes,unknown,122,-1,,0
26,entrepreneur,single,secondary,,no,101,yes,cellular,810,268,,1
32,management,single,tertiary,,no,474,yes,cellular,90,-1,,0
50,technician,married,secondary,,no,1541,yes,unknown,744,-1,,0
39,technician,married,tertiary,,no,4373,yes,cellular,78,-1,,0
60,blue-collar,married,primary,,no,5788,yes,unknown,203,-1,,0
44,management,married,tertiary,,no,3091,yes,unknown,331,-1,,0
45,services,married,secondary,,no,3638,yes,unknown,313,-1,,0
48,self-employed,married,tertiary,,no,1223,yes,cellular,193,-1,,0
50,blue-collar,married,tertiary,,no,267,yes,cellular,187,-1,,0
58,services,divorced,secondary,,no,1109,yes,unknown,180,-1,,0
43,technician,divorced,secondary,,no,365,yes,unknown,406,-1,,0
39,services,married,secondary,,no,1205,yes,unknown,118,-1,,0
20,student,single,secondary,,no,602,yes,cellular,373,-1,,0
27,blue-collar,single,secondary,,no,513,yes,cellular,351,-1,,1
26,admin.,single,secondary,,no,317,yes,unknown,953,-1,,0
48,technician,divorced,secondary,,no,485,yes,cellular,84,-1,,0
56,management,single,secondary,,no,237,yes,telephone,117,131,,0
41,management,married,primary,,no,5310,yes,cellular,984,-1,,1
43,management,married,tertiary,,no,1050,yes,cellular,67,-1,,0
35,management,married,tertiary,,no,43,yes,cellular,860,-1,,1
43,technician,married,secondary,,no,17,yes,unknown,353,-1,,0
32,blue-collar,single,secondary,,no,1291,yes,cellular,223,293,,0
32,blue-collar,divorced,unknown,,yes,-274,yes,unknown,456,-1,,0
43,services,married,secondary,,no,2478,yes,unknown,157,-1,,0
32,management,single,tertiary,,no,728,yes,unknown,125,-1,,0
43,blue-collar,married,primary,,no,985,yes,cellular,35,-1,,0
26,blue-collar,married,secondary,,no,-384,yes,cellular,143,-1,,0
44,admin.,single,secondary,,no,946,yes,unknown,181,-1,,0
42,admin.,married,secondary,,no,196,yes,cellular,186,-1,,0
50,technician,married,tertiary,,no,3337,yes,telephone,24,-1,,0
28,self-employed,married,tertiary,,no,120,yes,unknown,130,-1,,0
40,self-employed,married,secondary,,no,0,yes,cellular,657,-1,,1
29,blue-collar,married,secondary,,yes,-643,yes,cellular,277,-1,,0
34,management,single,tertiary,,no,7263,yes,telephone,86,-1,,0
45,housemaid,married,tertiary,,no,40,yes,cellular,68,-1,,0
20,student,single,tertiary,,no,2764,yes,unknown,139,-1,,0
53,blue-collar,divorced,secondary,,no,640,yes,cellular,321,-1,,0
40,admin.,married,secondary,,no,1380,yes,unknown,127,-1,,0
43,blue-collar,married,secondary,,no,3060,yes,unknown,253,-1,,0
37,technician,married,secondary,,no,0,yes,cellular,101,-1,,0
57,entrepreneur,married,tertiary,,no,0,yes,unknown,512,-1,,0
46,entrepreneur,married,primary,,no,1757,yes,unknown,396,-1,,0
34,blue-collar,married,tertiary,,no,748,yes,cellular,161,-1,,0
32,blue-collar,married,primary,,no,80,yes,unknown,614,-1,,0
55,blue-collar,married,primary,,no,431,yes,unknown,68,-1,,0
47,technician,married,secondary,,no,417,yes,cellular,94,-1,,0
30,admin.,single,secondary,,no,387,yes,unknown,75,-1,,0
28,student,single,secondary,,no,217,yes,cellular,238,372,,0
34,management,married,tertiary,,no,10031,yes,cellular,65,-1,,0
48,management,single,secondary,,no,61,yes,unknown,198,-1,,0
39,blue-collar,married,primary,,no,467,yes,cellular,232,335,,0
45,management,married,tertiary,,no,273,yes,cellular,163,95,,0
47,blue-collar,married,primary,,no,1112,yes,cellular,129,-1,,0
52,blue-collar,married,secondary,,no,4269,yes,cellular,44,-1,,0
35,management,single,tertiary,,no,3000,yes,cellular,162,-1,,0
23,blue-collar,single,secondary,,no,525,yes,unknown,180,-1,,0
47,blue-collar,married,unknown,,no,306,yes,unknown,13,-1,,0
28,admin.,single,secondary,,no,392,yes,cellular,214,259,,0
25,student,single,secondary,,no,1765,yes,unknown,135,-1,,0
33,blue-collar,married,secondary,,no,2502,yes,cellular,285,270,,0
48,blue-collar,married,secondary,,no,750,yes,unknown,246,-1,,0
38,unemployed,single,tertiary,,no,324,yes,cellular,167,-1,,0
38,blue-collar,single,secondary,,no,0,yes,cellular,292,-1,,0
47,technician,married,tertiary,,no,1430,yes,cellular,120,-1,,0
27,services,married,secondary,,no,472,yes,cellular,144,-1,,0
27,management,married,tertiary,,no,33,yes,cellular,337,-1,,0
51,housemaid,married,tertiary,,no,6700,yes,cellular,64,-1,,0
34,admin.,single,secondary,,no,126,yes,unknown,61,-1,,0
32,admin.,married,secondary,,no,1078,yes,cellular,177,-1,,0
57,blue-collar,married,secondary,,no,5935,yes,cellular,90,198,,0
44,management,married,tertiary,,no,0,yes,cellular,78,264,,0
32,admin.,single,secondary,,no,554,yes,cellular,101,368,,0
36,housemaid,married,secondary,,no,419,yes,unknown,251,-1,,0
56,technician,married,secondary,,no,264,yes,cellular,639,280,,0
37,services,single,secondary,,no,594,yes,cellular,359,-1,,0
30,blue-collar,single,primary,,no,383,yes,unknown,135,-1,,0
43,blue-collar,married,primary,,no,46,yes,cellular,38,332,,0
38,services,married,secondary,,no,208,yes,unknown,800,-1,,0
55,management,married,tertiary,,no,3848,yes,cellular,222,-1,,1
35,technician,married,secondary,,no,194,yes,unknown,134,-1,,0
39,blue-collar,divorced,secondary,,no,36,yes,unknown,109,-1,,0
30,services,single,secondary,,no,1510,yes,cellular,191,-1,,0
48,services,married,secondary,,no,485,yes,cellular,254,-1,,0
41,blue-collar,single,primary,,no,156,yes,unknown,47,-1,,0
58,blue-collar,married,secondary,,no,1457,yes,cellular,144,-1,,0
30,technician,married,secondary,,no,239,yes,cellular,302,95,,0
33,management,married,tertiary,,no,1388,yes,cellular,280,89,,0
47,admin.,married,secondary,,no,411,yes,cellular,157,-1,,0
26,entrepreneur,married,unknown,,no,345,yes,cellular,149,-1,,0
32,blue-collar,married,secondary,,no,316,yes,cellular,14,-1,,0
34,management,married,tertiary,,no,436,yes,cellular,28,345,,0
39,housemaid,married,primary,,no,4904,yes,unknown,101,-1,,0
36,blue-collar,divorced,secondary,,no,313,yes,cellular,264,-1,,0
33,services,single,secondary,,no,0,yes,unknown,134,-1,,0
28,unemployed,married,tertiary,,no,264,yes,unknown,443,-1,,0
40,management,single,tertiary,,no,-199,yes,unknown,109,-1,,0
48,technician,married,secondary,,no,522,yes,unknown,71,-1,,0
44,management,single,tertiary,,no,300,yes,cellular,48,-1,,0
35,admin.,married,secondary,,no,2137,yes,unknown,124,-1,,0
36,technician,single,secondary,,no,634,yes,cellular,281,250,,0
37,services,married,secondary,,no,1785,yes,unknown,912,-1,,0
58,services,married,secondary,,no,1301,yes,cellular,261,286,,0
40,admin.,single,secondary,,no,782,yes,cellular,94,202,,0
53,services,married,unknown,,no,257,yes,unknown,209,-1,,0
42,self-employed,married,tertiary,,no,-426,yes,telephone,160,-1,,0
34,services,divorced,secondary,,no,-258,yes,cellular,259,-1,,0
31,admin.,married,secondary,,no,3052,yes,cellular,115,177,,0
59,management,married,primary,,no,2358,yes,cellular,30,-1,,0
45,technician,divorced,secondary,,no,982,yes,cellular,123,454,,0
45,admin.,married,secondary,,no,985,yes,telephone,156,267,,0
28,blue-collar,married,primary,,no,15,yes,unknown,87,-1,,0
49,technician,divorced,secondary,,no,1669,yes,unknown,34,-1,,0
34,admin.,married,unknown,,no,3,yes,unknown,120,-1,,0
51,blue-collar,married,primary,,no,0,yes,telephone,120,-1,,0
38,blue-collar,single,secondary,,no,1911,yes,cellular,74,-1,,0
44,services,married,secondary,,no,808,yes,unknown,67,-1,,0
53,management,married,tertiary,,no,952,yes,cellular,121,-1,,0
31,blue-collar,married,primary,,no,99,yes,cellular,193,322,,0
39,blue-collar,married,secondary,,no,1382,yes,cellular,397,-1,,1
34,blue-collar,single,secondary,,no,381,yes,unknown,102,-1,,0
32,self-employed,single,tertiary,,no,1249,yes,cellular,472,-1,,1
43,technician,married,secondary,,no,3723,yes,cellular,134,-1,,0
37,unemployed,married,secondary,,no,4969,yes,cellular,169,-1,,0
32,management,single,unknown,,no,3044,yes,unknown,651,-1,,0
49,management,single,tertiary,,no,163,yes,unknown,496,-1,,0
34,management,single,tertiary,,no,2576,yes,cellular,236,-1,,0
37,entrepreneur,divorced,secondary,,no,175,yes,unknown,753,-1,,1
44,blue-collar,married,unknown,,no,189,yes,unknown,175,-1,,0
39,blue-collar,married,primary,,no,317,yes,unknown,326,-1,,0
35,technician,single,tertiary,,no,670,yes,unknown,106,-1,,0
42,blue-collar,divorced,secondary,,no,47,yes,unknown,141,-1,,0
41,admin.,single,secondary,,no,400,yes,unknown,99,-1,,0
37,services,married,secondary,,no,343,yes,cellular,104,304,,0
37,technician,single,secondary,,no,3,yes,unknown,82,-1,,0
33,technician,single,secondary,,no,719,yes,cellular,448,316,,1
28,blue-collar,single,secondary,,no,61,yes,cellular,428,-1,,0
41,blue-collar,married,primary,,no,389,yes,unknown,87,-1,,0
56,technician,divorced,secondary,,no,397,yes,unknown,185,-1,,0
31,entrepreneur,single,unknown,,no,301,yes,cellular,371,-1,,0
40,services,married,secondary,,no,-212,yes,unknown,54,-1,,0
40,services,married,secondary,,no,51,yes,cellular,50,-1,,0
30,technician,single,secondary,,no,133,yes,cellular,113,-1,,0
43,management,single,tertiary,,no,778,yes,cellular,230,-1,,0
27,services,single,secondary,,no,118,yes,unknown,53,-1,,0
32,blue-collar,married,secondary,,no,356,yes,cellular,451,-1,,0
29,admin.,single,tertiary,,no,89,yes,cellular,120,-1,,0
41,technician,married,secondary,,no,2125,yes,cellular,433,-1,,0
36,services,single,secondary,,no,417,yes,cellular,15,207,,0
23,technician,single,secondary,,no,-782,yes,unknown,197,-1,,0
30,services,single,tertiary,,no,3516,yes,unknown,447,-1,,0
35,management,married,tertiary,,no,2801,yes,cellular,70,111,,0
50,unemployed,married,secondary,,no,-13,yes,unknown,554,-1,,0
37,admin.,married,secondary,,no,581,yes,cellular,203,-1,,0
35,technician,single,tertiary,,no,670,yes,cellular,177,-1,,0
28,management,single,tertiary,,no,4013,yes,unknown,386,-1,,0
59,services,divorced,secondary,,no,0,yes,unknown,97,-1,,0
32,blue-collar,single,secondary,,no,1415,yes,cellular,645,345,,0
36,unemployed,married,secondary,,no,533,yes,cellular,619,272,,0
33,services,married,secondary,,no,0,yes,cellular,172,-1,,0
30,services,married,tertiary,,no,523,yes,unknown,253,-1,,0
36,blue-collar,married,primary,,no,711,yes,unknown,154,-1,,0
53,entrepreneur,married,secondary,,no,230,yes,cellular,56,250,,0
56,management,single,tertiary,,no,545,yes,cellular,86,-1,,0
52,services,divorced,secondary,,no,220,yes,unknown,143,-1,,0
40,admin.,married,primary,,no,129,yes,cellular,464,-1,,0
43,management,divorced,tertiary,,no,481,yes,cellular,187,20,,1
48,blue-collar,married,primary,,no,6489,yes,unknown,263,-1,,0
24,services,single,secondary,,no,258,yes,cellular,248,-1,,0
59,management,married,tertiary,,no,0,yes,cellular,392,-1,,1
37,services,married,secondary,,no,1960,yes,cellular,246,-1,,0
44,housemaid,married,primary,,no,1342,yes,telephone,112,370,,0
28,management,married,tertiary,,no,9664,yes,cellular,497,-1,,0
31,entrepreneur,single,secondary,,no,159,yes,unknown,533,-1,,0
46,technician,married,secondary,,no,317,yes,cellular,24,250,,0
32,blue-collar,married,secondary,,no,2089,yes,cellular,132,-1,,1
50,blue-collar,married,primary,,no,480,yes,unknown,99,-1,,0
51,management,single,tertiary,,no,6030,yes,cellular,157,110,,0
30,blue-collar,single,secondary,,no,1837,yes,cellular,109,-1,,0
33,services,married,secondary,,no,968,yes,cellular,204,-1,,0
33,management,married,tertiary,,yes,-148,yes,cellular,340,-1,,0
37,blue-collar,married,secondary,,no,298,yes,cellular,10,-1,,0
33,management,married,secondary,,no,609,yes,unknown,239,-1,,0
34,admin.,single,secondary,,no,2677,yes,cellular,259,-1,,0
28,management,single,tertiary,,no,175,yes,cellular,219,-1,,0
53,management,married,unknown,,no,2240,yes,cellular,282,385,,1
33,admin.,married,secondary,,no,7,yes,cellular,612,148,,0
32,services,single,secondary,,no,-55,yes,cellular,601,-1,,0
35,blue-collar,married,primary,,no,4366,yes,unknown,173,-1,,0
53,technician,single,secondary,,no,708,yes,unknown,631,-1,,0
34,technician,married,secondary,,no,294,yes,cellular,265,184,,1
27,services,single,secondary,,no,2153,yes,unknown,256,-1,,0
39,services,married,secondary,,no,54,yes,cellular,466,-1,,0
35,self-employed,married,primary,,no,2086,yes,cellular,254,-1,,0
48,blue-collar,married,secondary,,no,684,yes,unknown,139,-1,,0
28,blue-collar,single,secondary,,no,-46,yes,cellular,199,92,,1
29,services,married,secondary,,no,0,yes,cellular,315,281,,0
36,technician,married,secondary,,no,432,yes,cellular,61,255,,0
31,blue-collar,married,secondary,,no,150,yes,telephone,68,-1,,0
53,management,married,tertiary,,no,3105,yes,cellular,84,-1,,0
55,services,married,secondary,,no,3546,yes,cellular,268,-1,,0
28,management,single,tertiary,,no,682,yes,cellular,79,-1,,0
30,services,married,secondary,,no,253,yes,cellular,235,-1,,0
52,management,divorced,tertiary,,no,0,yes,cellular,278,-1,,0
54,technician,married,secondary,,no,415,yes,unknown,34,-1,,0
31,management,single,tertiary,,no,-1206,yes,unknown,390,-1,,0
29,admin.,married,secondary,,no,708,yes,unknown,194,-1,,0
30,admin.,married,secondary,,no,187,yes,cellular,56,170,,0
35,admin.,married,secondary,,no,3854,yes,cellular,131,-1,,0
34,blue-collar,divorced,primary,,no,172,yes,cellular,306,-1,,0
32,technician,single,secondary,,no,2341,yes,cellular,243,-1,,0
33,services,single,secondary,,no,3910,yes,cellular,676,-1,,0
29,services,married,secondary,,no,10,yes,cellular,246,-1,,0
35,technician,divorced,secondary,,no,103,yes,cellular,304,-1,,0
50,blue-collar,single,secondary,,no,708,yes,unknown,104,-1,,0
35,blue-collar,single,secondary,,no,219,yes,unknown,161,-1,,0
34,management,married,tertiary,,no,11,yes,cellular,654,-1,,0
35,management,married,tertiary,,yes,0,yes,cellular,70,-1,,0
34,management,married,tertiary,,no,1703,yes,cellular,153,-1,,0
38,technician,single,secondary,,no,12,yes,unknown,150,-1,,0
29,blue-collar,single,secondary,,no,260,yes,unknown,707,-1,,1
35,blue-collar,married,secondary,,no,-518,yes,cellular,46,-1,,0
28,admin.,married,secondary,,no,9779,yes,unknown,480,-1,,0
32,technician,married,tertiary,,no,0,yes,cellular,520,-1,,0
29,student,single,secondary,,no,872,yes,unknown,230,-1,,0
36,admin.,single,secondary,,no,810,yes,unknown,296,-1,,0
43,blue-collar,married,secondary,,no,470,yes,unknown,185,-1,,0
40,unemployed,married,secondary,,no,219,yes,cellular,204,196,,0
41,management,married,tertiary,,yes,852,yes,cellular,157,-1,,0
43,unemployed,married,primary,,no,-178,yes,unknown,191,-1,,0
35,blue-collar,married,secondary,,no,233,yes,cellular,66,176,,0
29,admin.,single,secondary,,no,1070,yes,unknown,30,357,,1
36,management,married,tertiary,,no,3770,yes,cellular,150,-1,,0
33,management,married,secondary,,no,-224,yes,cellular,152,259,,0
